database,name,Agency ID,Resource ID,Latest Version,Unique ID
IMF.RES.GEE:GEE_LIVE_2008_OCT_FINAL_VINTAGE,GEE Live 2008 October Final,IMF.RES.GEE,GEE_LIVE_2008_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2008_OCT_FINAL_VINTAGE(1.0.0)
IMF.STA:ITG_WCA_2026_FEB_VINTAGE,"International Trade in Goods, World and Country Aggregates 2026 February",IMF.STA,ITG_WCA_2026_FEB_VINTAGE,1.0.0,IMF.STA:ITG_WCA_2026_FEB_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2011_JAN_GAS0_VINTAGE,GAS Live 2011 January GAS0,IMF.RES.GAS,GAS_LIVE_2011_JAN_GAS0_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_JAN_GAS0_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2019_JAN_FINAL_VINTAGE,GEE Live 2019 January Final,IMF.RES.GEE,GEE_LIVE_2019_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_JAN_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2014_JAN_FINAL_VINTAGE,GEE Live 2014 January Final,IMF.RES.GEE,GEE_LIVE_2014_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_JAN_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2016_APR_GAS2_VINTAGE,GEE Live 2016 April GAS2,IMF.RES.GEE,GEE_LIVE_2016_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_APR_GAS2_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2018_OCT_FINAL_VINTAGE,GAS Live 2018 October Final,IMF.RES.GAS,GAS_LIVE_2018_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_OCT_FINAL_VINTAGE(1.0.0)
IMF.STA:MFS_FMP_2026_JAN_VINTAGE,"Monetary and Financial Statistics (MFS), Financial Market Prices 2026 January",IMF.STA,MFS_FMP_2026_JAN_VINTAGE,1.0.0,IMF.STA:MFS_FMP_2026_JAN_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2018_JAN_GAS1_VINTAGE,GAS Live 2018 January GAS1,IMF.RES.GAS,GAS_LIVE_2018_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_JAN_GAS1_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2014_APR_GAS3_VINTAGE,GAS Live 2014 April GAS3,IMF.RES.GAS,GAS_LIVE_2014_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2014_APR_GAS3_VINTAGE(1.0.0)
IMF.STA:CPI_WCA_2026_FEB_VINTAGE,"Consumer Price Index (CPI), World and Country Aggregates (CPI_WCA) 2026 February",IMF.STA,CPI_WCA_2026_FEB_VINTAGE,1.0.0,IMF.STA:CPI_WCA_2026_FEB_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2000_SEP_VINTAGE,WEO Live 2000 September,IMF.RES.WEO,WEO_LIVE_2000_SEP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2000_SEP_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2023_APR_GAS3_VINTAGE,GEE Live 2023 April GAS3,IMF.RES.GEE,GEE_LIVE_2023_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2023_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2007_APR_FINAL_VINTAGE,GEE Live 2007 April Final,IMF.RES.GEE,GEE_LIVE_2007_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2007_APR_FINAL_VINTAGE(1.0.0)
IMF.STA:MFS_MA_2026_APR_VINTAGE,"Monetary and Financial Statistics (MFS), Monetary Aggregates 2026 April",IMF.STA,MFS_MA_2026_APR_VINTAGE,1.0.0,IMF.STA:MFS_MA_2026_APR_VINTAGE(1.0.0)
IMF.STA:PI_2026_APR_VINTAGE,Production Indexes (PI) 2026 April,IMF.STA,PI_2026_APR_VINTAGE,1.0.0,IMF.STA:PI_2026_APR_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_1993_MAY_VINTAGE,WEO Live 1993 May,IMF.RES.WEO,WEO_LIVE_1993_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1993_MAY_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2001_OCT_VINTAGE,WEO Live 2001 October,IMF.RES.WEO,WEO_LIVE_2001_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2001_OCT_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2021_APR_FINAL_VINTAGE,GEE Live 2021 April Final,IMF.RES.GEE,GEE_LIVE_2021_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2021_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2015_OCT_GAS2_VINTAGE,GEE Live 2015 October GAS2,IMF.RES.GEE,GEE_LIVE_2015_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_OCT_GAS2_VINTAGE(1.0.0)
IMF.STA:MFS_DC_2026_APR_VINTAGE,"Monetary and Financial Statistics (MFS), Depository Corporations 2026 April",IMF.STA,MFS_DC_2026_APR_VINTAGE,1.0.0,IMF.STA:MFS_DC_2026_APR_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2025_APR_GAS2_VINTAGE,GAS Live 2025 April GAS2,IMF.RES.GAS,GAS_LIVE_2025_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_APR_GAS2_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2020_JUN_GAS1_VINTAGE,GAS Live 2020 June GAS1,IMF.RES.GAS,GAS_LIVE_2020_JUN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_JUN_GAS1_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2023_OCT_FINAL_VINTAGE,GAS Live 2023 October Final,IMF.RES.GAS,GAS_LIVE_2023_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2023_OCT_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2024_APR_FINAL_VINTAGE,GAS Live 2024 April Final,IMF.RES.GAS,GAS_LIVE_2024_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2026_APR_GAS2B_VINTAGE,GEE Live 2026 April GAS2b,IMF.RES.GEE,GEE_LIVE_2026_APR_GAS2B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2026_APR_GAS2B_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2023_OCT_GAS3_VINTAGE,GEE Live 2023 October GAS3,IMF.RES.GEE,GEE_LIVE_2023_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2023_OCT_GAS3_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2017_APR_FINAL_VINTAGE,GAS Live 2017 April Final,IMF.RES.GAS,GAS_LIVE_2017_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2017_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2010_APR_FINAL_VINTAGE,GAS Live 2010 April Final,IMF.RES.GAS,GAS_LIVE_2010_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2010_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2022_OCT_GAS2_VINTAGE,GAS Live 2022 October GAS2,IMF.RES.GAS,GAS_LIVE_2022_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_OCT_GAS2_VINTAGE(1.0.0)
IMF.STA:MFS_DC_2026_JAN_VINTAGE,"Monetary and Financial Statistics (MFS), Depository Corporations 2026 January",IMF.STA,MFS_DC_2026_JAN_VINTAGE,1.0.0,IMF.STA:MFS_DC_2026_JAN_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2016_JAN_GAS1B_VINTAGE,GAS Live 2016 January GAS1b,IMF.RES.GAS,GAS_LIVE_2016_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2016_JAN_GAS1B_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2015_APR_GAS3_VINTAGE,GAS Live 2015 April GAS3,IMF.RES.GAS,GAS_LIVE_2015_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2015_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2014_JUL_GAS1_VINTAGE,GAS Live 2014 July GAS1,IMF.RES.GAS,GAS_LIVE_2014_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2014_JUL_GAS1_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2006_SEP_FINAL_VINTAGE,GEE Live 2006 September Final,IMF.RES.GEE,GEE_LIVE_2006_SEP_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2006_SEP_FINAL_VINTAGE(1.0.0)
IMF.STA:EER_2026_JAN_VINTAGE,Effective Exchange Rates (ER) 2026 January,IMF.STA,EER_2026_JAN_VINTAGE,1.0.0,IMF.STA:EER_2026_JAN_VINTAGE(1.0.0)
IMF.STA:FA_2026_FEB_VINTAGE,Fund Accounts (FA) 2026 February,IMF.STA,FA_2026_FEB_VINTAGE,1.0.0,IMF.STA:FA_2026_FEB_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2022_OCT_GAS2_VINTAGE,GEE Live 2022 October GAS2,IMF.RES.GEE,GEE_LIVE_2022_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_OCT_GAS2_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2023_APR_GAS3_VINTAGE,GAS Live 2023 April GAS3,IMF.RES.GAS,GAS_LIVE_2023_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2023_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2004_SEP_VINTAGE,WEO Live 2004 September,IMF.RES.WEO,WEO_LIVE_2004_SEP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2004_SEP_VINTAGE(1.0.0)
IMF.STA:QGDP_WCA_2026_JAN_VINTAGE,"Quarterly Gross Domestic Product (GDP), World and Country Aggregates 2026 January",IMF.STA,QGDP_WCA_2026_JAN_VINTAGE,1.0.0,IMF.STA:QGDP_WCA_2026_JAN_VINTAGE(1.0.0)
IMF.FAD:FM_2025_OCT_VINTAGE,Fiscal Monitor (FM) 2025 October,IMF.FAD,FM_2025_OCT_VINTAGE,1.0.0,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2004_APR_FINAL_VINTAGE,GAS Live 2004 April Final,IMF.RES.GAS,GAS_LIVE_2004_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2004_APR_FINAL_VINTAGE(1.0.0)
IMF.STA:MFS_FMP_2026_APR_VINTAGE,"Monetary and Financial Statistics (MFS), Financial Market Prices 2026 April",IMF.STA,MFS_FMP_2026_APR_VINTAGE,1.0.0,IMF.STA:MFS_FMP_2026_APR_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2024_JUL_GAS1_VINTAGE,GAS Live 2024 July GAS1,IMF.RES.GAS,GAS_LIVE_2024_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_JUL_GAS1_VINTAGE(1.0.0)
IMF.STA:MFS_FMP_2026_FEB_VINTAGE,"Monetary and Financial Statistics (MFS), Financial Market Prices 2026 February",IMF.STA,MFS_FMP_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_FMP_2026_FEB_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2018_JAN_GAS1_VINTAGE,GEE Live 2018 January GAS1,IMF.RES.GEE,GEE_LIVE_2018_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_JAN_GAS1_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2004_APR_FINAL_VINTAGE,GEE Live 2004 April Final,IMF.RES.GEE,GEE_LIVE_2004_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2004_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2023_OCT_VINTAGE,WEO Live 2023 October,IMF.RES.WEO,WEO_LIVE_2023_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2023_OCT_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2011_APR_VINTAGE,WEO Live 2011 April,IMF.RES.WEO,WEO_LIVE_2011_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2011_APR_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2020_OCT_GAS3_VINTAGE,GEE Live 2020 October GAS3,IMF.RES.GEE,GEE_LIVE_2020_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_OCT_GAS3_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2005_APR_FINAL_VINTAGE,GEE Live 2005 April Final,IMF.RES.GEE,GEE_LIVE_2005_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2005_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2019_APR_GAS3_VINTAGE,GEE Live 2019 April GAS3,IMF.RES.GEE,GEE_LIVE_2019_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2020_OCT_GAS2_VINTAGE,GEE Live 2020 October GAS2,IMF.RES.GEE,GEE_LIVE_2020_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_OCT_GAS2_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2021_APR_GAS3_VINTAGE,GAS Live 2021 April GAS3,IMF.RES.GAS,GAS_LIVE_2021_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_APR_GAS3_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2022_APR_FINAL_VINTAGE,GAS Live 2022 April Final,IMF.RES.GAS,GAS_LIVE_2022_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2020_JUN_VINTAGE,WEO Live 2020 June,IMF.RES.WEO,WEO_LIVE_2020_JUN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2020_JUN_VINTAGE(1.0.0)
IMF.STA:LS_2026_JAN_VINTAGE,Labor Statistics (LS) 2026 January,IMF.STA,LS_2026_JAN_VINTAGE,1.0.0,IMF.STA:LS_2026_JAN_VINTAGE(1.0.0)
IMF.STA:IIPCC_2026_JAN_VINTAGE,Currency Composition of the International Investment Position (IIPCC) 2026 January,IMF.STA,IIPCC_2026_JAN_VINTAGE,1.0.0,IMF.STA:IIPCC_2026_JAN_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2020_JAN_GAS1_VINTAGE,GAS Live 2020 January GAS1,IMF.RES.GAS,GAS_LIVE_2020_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_JAN_GAS1_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2011_SEP_FINAL_VINTAGE,GEE Live 2011 September Final,IMF.RES.GEE,GEE_LIVE_2011_SEP_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2011_SEP_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2022_APR_FINAL_VINTAGE,GEE Live 2022 April Final,IMF.RES.GEE,GEE_LIVE_2022_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2014_APR_GAS2_VINTAGE,GEE Live 2014 April GAS2,IMF.RES.GEE,GEE_LIVE_2014_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_APR_GAS2_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2018_JAN_GAS1B_VINTAGE,GEE Live 2018 January GAS1b,IMF.RES.GEE,GEE_LIVE_2018_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_JAN_GAS1B_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2023_JUL_VINTAGE,WEO Live 2023 July,IMF.RES.WEO,WEO_LIVE_2023_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2023_JUL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2025_APR_FINAL_VINTAGE,GEE Live 2025 April Final,IMF.RES.GEE,GEE_LIVE_2025_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2025_APR_FINAL_VINTAGE(1.0.0)
IMF.STA:SPE_2026_JAN_VINTAGE,Special Purpose Entities (SPEs) 2026 January,IMF.STA,SPE_2026_JAN_VINTAGE,1.0.0,IMF.STA:SPE_2026_JAN_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2024_JAN_GAS1_VINTAGE,GAS Live 2024 January GAS1,IMF.RES.GAS,GAS_LIVE_2024_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_JAN_GAS1_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2021_JAN_GAS1B_VINTAGE,GAS Live 2021 January GAS1b,IMF.RES.GAS,GAS_LIVE_2021_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_JAN_GAS1B_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2010_APR_VINTAGE,WEO Live 2010 April,IMF.RES.WEO,WEO_LIVE_2010_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2010_APR_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2005_SEP_VINTAGE,WEO Live 2005 September,IMF.RES.WEO,WEO_LIVE_2005_SEP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2005_SEP_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2018_OCT_FINAL_VINTAGE,GEE Live 2018 October Final,IMF.RES.GEE,GEE_LIVE_2018_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_OCT_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2007_APR_FINAL_VINTAGE,GAS Live 2007 April Final,IMF.RES.GAS,GAS_LIVE_2007_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2007_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2022_OCT_VINTAGE,WEO Live 2022 October,IMF.RES.WEO,WEO_LIVE_2022_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2022_OCT_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2021_OCT_FINAL_VINTAGE,GAS Live 2021 October Final,IMF.RES.GAS,GAS_LIVE_2021_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_OCT_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2023_JUL_FINAL_VINTAGE,GEE Live 2023 July Final,IMF.RES.GEE,GEE_LIVE_2023_JUL_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2023_JUL_FINAL_VINTAGE(1.0.0)
IMF.STA:MFS_MA_2026_FEB_VINTAGE,"Monetary and Financial Statistics (MFS), Monetary Aggregates 2026 February",IMF.STA,MFS_MA_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_MA_2026_FEB_VINTAGE(1.0.0)
IMF.STA:QNEA_2026_JAN_VINTAGE,"National Economic Accounts (NEA), Quarterly Data 2026 January",IMF.STA,QNEA_2026_JAN_VINTAGE,1.0.0,IMF.STA:QNEA_2026_JAN_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2021_APR_FINAL_VINTAGE,GAS Live 2021 April Final,IMF.RES.GAS,GAS_LIVE_2021_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2016_JAN_GAS1_VINTAGE,GEE Live 2016 January GAS1,IMF.RES.GEE,GEE_LIVE_2016_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_JAN_GAS1_VINTAGE(1.0.0)
IMF.STA:MFS_ODC_2026_JAN_VINTAGE,"Monetary and Financial Statistics (MFS), Other Depository Corporations 2026 January",IMF.STA,MFS_ODC_2026_JAN_VINTAGE,1.0.0,IMF.STA:MFS_ODC_2026_JAN_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2020_APR_GAS2_VINTAGE,GAS Live 2020 April GAS2,IMF.RES.GAS,GAS_LIVE_2020_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_APR_GAS2_VINTAGE(1.0.0)
IMF.STA:QGFS_2026_FEB_VINTAGE,Quarterly Government Finance Statistics (QGFS) 2026 February,IMF.STA,QGFS_2026_FEB_VINTAGE,1.0.0,IMF.STA:QGFS_2026_FEB_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2026_APR_GAS2B_VINTAGE,GAS Live 2026 April GAS2b,IMF.RES.GAS,GAS_LIVE_2026_APR_GAS2B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2026_APR_GAS2B_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2012_APR_GAS2_VINTAGE,GEE Live 2012 April GAS2,IMF.RES.GEE,GEE_LIVE_2012_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2012_APR_GAS2_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2018_JUL_GAS1_VINTAGE,GAS Live 2018 July GAS1,IMF.RES.GAS,GAS_LIVE_2018_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_JUL_GAS1_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2009_JAN_VINTAGE,WEO Live 2009 January,IMF.RES.WEO,WEO_LIVE_2009_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2009_JAN_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2017_APR_VINTAGE,WEO Live 2017 April,IMF.RES.WEO,WEO_LIVE_2017_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2017_APR_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2018_OCT_GAS3_VINTAGE,GAS Live 2018 October GAS3,IMF.RES.GAS,GAS_LIVE_2018_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_OCT_GAS3_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_1992_MAY_VINTAGE,WEO Live 1992 May,IMF.RES.WEO,WEO_LIVE_1992_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1992_MAY_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2017_OCT_FINAL_VINTAGE,GEE Live 2017 October Final,IMF.RES.GEE,GEE_LIVE_2017_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2017_OCT_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2004_APR_VINTAGE,WEO Live 2004 April,IMF.RES.WEO,WEO_LIVE_2004_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2004_APR_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2020_OCT_FINAL_VINTAGE,GAS Live 2020 October Final,IMF.RES.GAS,GAS_LIVE_2020_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_OCT_FINAL_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2024_OCT_FINAL_VINTAGE,GEE Live 2024 October Final,IMF.RES.GEE,GEE_LIVE_2024_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2024_OCT_FINAL_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2022_JAN_GAS1_VINTAGE,GAS Live 2022 January GAS1,IMF.RES.GAS,GAS_LIVE_2022_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_JAN_GAS1_VINTAGE(1.0.0)
IMF.STA:MFS_CBS_2026_FEB_VINTAGE,"Monetary and Financial Statistics (MFS), Central Bank Data 2026 February",IMF.STA,MFS_CBS_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_CBS_2026_FEB_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2021_OCT_VINTAGE,WEO Live 2021 October,IMF.RES.WEO,WEO_LIVE_2021_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2021_OCT_VINTAGE(1.0.0)
IMF.RES.GAS:GAS_LIVE_2018_APR_FINAL_VINTAGE,GAS Live 2018 April Final,IMF.RES.GAS,GAS_LIVE_2018_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_2026_JAN_VINTAGE,WEO Live 2026 January,IMF.RES.WEO,WEO_LIVE_2026_JAN_VINTAGE,1.1.0,IMF.RES.WEO:WEO_LIVE_2026_JAN_VINTAGE(1.1.0)
IMF.RES.GEE:GEE_LIVE_2018_APR_FINAL_VINTAGE,GEE Live 2018 April Final,IMF.RES.GEE,GEE_LIVE_2018_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_APR_FINAL_VINTAGE(1.0.0)
IMF.RES.WEO:WEO_LIVE_1997_OCT_VINTAGE,WEO Live 1997 October,IMF.RES.WEO,WEO_LIVE_1997_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1997_OCT_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2012_OCT_GAS3_VINTAGE,GEE Live 2012 October GAS3,IMF.RES.GEE,GEE_LIVE_2012_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2012_OCT_GAS3_VINTAGE(1.0.0)
IMF.RES.GEE:GEE_LIVE_2015_APR_GAS3_VINTAGE,GEE Live 2015 April GAS3,IMF.RES.GEE,GEE_LIVE_2015_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_APR_GAS3_VINTAGE(1.0.0)
