relationship_id,from_entity_id,from_table,from_columns,to_entity_id,to_table,to_columns,relationship_type,cardinality,confidence,source,notes
reference.ecm.syndicatemember.bankid,ecm.syndicatemember,ECMDealTranchesSyndicate,BankId,company.company,Company,Id,reference,many-to-one,derived,ECM_nn.xml:305,Reference target inferred from the field name and business description; verify against the live database.
reference.ecm.syndicatemember.bankroleid,ecm.syndicatemember,ECMDealTranchesSyndicate,BankRoleId,reference_files.ecmbankrole,ECMBankRole,Id,reference,many-to-one,derived,ECM_nn.xml:306,Reference target inferred from the field name and business description; verify against the live database.
reference.ecm.attorney.attorneyid,ecm.attorney,ECMDealAttorneys,AttorneyId,company.company,Company,Id,reference,many-to-one,derived,ECM_nn.xml:317,Reference target inferred from the field name and business description; verify against the live database.
reference.ecm.attorney.attorneyroleid,ecm.attorney,ECMDealAttorneys,AttorneyRoleId,reference_files.ecmattorneyrole,ECMAttorneyRole,Id,reference,many-to-one,derived,ECM_nn.xml:318,Reference target inferred from the field name and business description; verify against the live database.
reference.ecm.use.useid,ecm.use,ECMDealUseOfProceeds,UseId,reference_files.proceeds,Proceeds,Id,reference,many-to-one,derived,ECM_nn.xml:326,Reference target inferred from the field name and business description; verify against the live database.
reference.ecm.vendor.vendorid,ecm.vendor,ECMDealVendors,VendorId,company.company,Company,Id,reference,many-to-one,derived,ECM_nn.xml:333,Reference target inferred from the field name and business description; verify against the live database.
reference.ecm.targetmarket.targetmarketid,ecm.targetmarket,ECMDealTranchesTargetMarkets,TargetMarketId,reference_files.country,Country,Id,reference,many-to-one,derived,ECM_nn.xml:340,Reference target inferred from the field name and business description; verify against the live database.
reference.ecmshare.deal.dealid,ecmshare.deal,ShareECMDeal,DealId,ecm.deal,ECMDeal,DealId,reference,many-to-one,derived,ECMSHARE_nn.xml:8,Reference target inferred from the field name and business description; verify against the live database.
reference.ecmshare.performance.priceperiodid,ecmshare.performance,ShareECMDealTranchesAfterMarket,PricePeriodId,reference_files.ecmpriceperiod,ECMPricePeriod,,reference,many-to-one,derived,ECMSHARE_nn.xml:26,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.deal.commonstatusid,loan.deal,LoanDeal,CommonStatusId,reference_files.dealstatus.dealstatus,DealStatus,Id,reference,many-to-one,derived,LOAN_nn.xml:12,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.deal.typeid,loan.deal,LoanDeal,TypeId,reference_files.loandealtype,LoanDealType,Id,reference,many-to-one,derived,LOAN_nn.xml:32,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.tranche.commonstatusid,loan.tranche,LoanDealTranches,CommonStatusId,reference_files.dealstatus.dealstatus,DealStatus,Id,reference,many-to-one,derived,LOAN_nn.xml:46,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.tranche.currencyisocode,loan.tranche,LoanDealTranches,CurrencyISOCode,reference_files.currency,Currency,ISOCode,reference,many-to-one,derived,LOAN_nn.xml:47,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.tranche.markettypeid,loan.tranche,LoanDealTranches,MarketTypeId,reference_files.loanmarkettype,LoanMarketType,Id,reference,many-to-one,derived,LOAN_nn.xml:68,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.tranche.primaryinstrumenttypeid,loan.tranche,LoanDealTranches,PrimaryInstrumentTypeId,reference_files.loaninstrumenttype,LoanInstrumentType,Id,reference,many-to-one,derived,LOAN_nn.xml:73,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.tranche.repaymentfrequencyid,loan.tranche,LoanDealTranches,RepaymentFrequencyId,reference_files.frequency,Frequency,Id,reference,many-to-one,derived,LOAN_nn.xml:74,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.tranche.statusid,loan.tranche,LoanDealTranches,StatusId,reference_files.dealstatus.dealstatus,DealStatus,Id,reference,many-to-one,database_verified,LOAN_nn.xml:77,"Live verification in July 2026 confirmed StatusId values 2, 3, and 12 decode through DealStatus.Id as Announced, Close, and Mandated; they do not join to LoanDealStatus."
reference.loan.tranche.typeid,loan.tranche,LoanDealTranches,TypeId,reference_files.loandealtype,LoanDealType,Id,reference,many-to-one,derived,LOAN_nn.xml:81,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.company.companyid,loan.company,LoanDealCompanies,CompanyId,company.company,Company,Id,reference,many-to-one,derived,LOAN_nn.xml:102,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.company.roleid,loan.company,LoanDealCompanies,RoleId,reference_files.loancompanyrole,LoanCompanyRole,Id,reference,many-to-one,derived,LOAN_nn.xml:103,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.financialsponsor.activitytypeid,loan.financialsponsor,LoanDealFinancialSponsors,ActivityTypeId,reference_files.sponsoractivitytype,SponsorActivityType,Id,reference,many-to-one,derived,LOAN_nn.xml:110,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.financialsponsor.sponsorid,loan.financialsponsor,LoanDealFinancialSponsors,SponsorId,company.company,Company,Id,reference,many-to-one,derived,LOAN_nn.xml:113,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.guarantor.guarantorid,loan.guarantor,LoanDealTranchesGuarantors,GuarantorId,company.company,Company,Id,reference,many-to-one,derived,LOAN_nn.xml:119,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.instrumenttype.instrumenttypeid,loan.instrumenttype,LoanDealTranchesInstrumentTypes,InstrumentTypeId,reference_files.loaninstrumenttype,LoanInstrumentType,Id,reference,many-to-one,derived,LOAN_nn.xml:126,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.lbomnadeal.lbomnadealid,loan.lbomnadeal,LoanDealLBOMNADeals,LBOMNADealId,mna.deal,MNADeal,DealId,reference,many-to-one,derived,LOAN_nn.xml:133,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.margin.basisid,loan.margin,LoanDealTranchesMargins,BasisId,reference_files.loanbasis,LoanBasis,Id,reference,many-to-one,derived,LOAN_nn.xml:139,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.mnarelateddeal.mnadealno,loan.mnarelateddeal,LoanDealMNARelatedDeals,MNADealNo,mna.deal,MNADeal,DealId,reference,many-to-one,derived,LOAN_nn.xml:157,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.syndicatemember.bankid,loan.syndicatemember,LoanDealTranchesSyndicate,BankId,company.company,Company,Id,reference,many-to-one,derived,LOAN_nn.xml:181,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.syndicatemember.bankroleid,loan.syndicatemember,LoanDealTranchesSyndicate,BankRoleId,reference_files.loanbankrole,LoanBankRole,Id,reference,many-to-one,derived,LOAN_nn.xml:182,Reference target inferred from the field name and business description; verify against the live database.
reference.loan.use.useid,loan.use,LoanDealTranchesUseOfProceeds,UseId,reference_files.proceeds,Proceeds,Id,reference,many-to-one,derived,LOAN_nn.xml:192,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.deal.acquirorpublicstatusid,mna.deal,MNADeal,AcquirorPublicStatusId,reference_files.companypublicstatus,CompanyPublicStatus,Id,reference,many-to-one,derived,MNA_nn.xml:9,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.deal.commonstatusid,mna.deal,MNADeal,CommonStatusId,reference_files.dealstatus.dealstatus,DealStatus,Id,reference,many-to-one,derived,MNA_nn.xml:18,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.deal.finalboardattitudeid,mna.deal,MNADeal,FinalBoardAttitudeId,reference_files.mnaboardattitude,MNABoardAttitude,Id,reference,many-to-one,derived,MNA_nn.xml:32,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.deal.initialboardattitudeid,mna.deal,MNADeal,InitialBoardAttitudeId,reference_files.mnaboardattitude,MNABoardAttitude,Id,reference,many-to-one,derived,MNA_nn.xml:35,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.deal.nationalityisocode,mna.deal,MNADeal,NationalityISOCode,reference_files.country,Country,ISOCode,reference,many-to-one,derived,MNA_nn.xml:49,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.deal.typeid,mna.deal,MNADeal,TypeId,reference_files.mnadealtype,MNADealType,Id,reference,many-to-one,derived,MNA_nn.xml:56,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.acquisitiontechnique.acquisitionmethodid,mna.acquisitiontechnique,MNADealAcquisitionTechniques,AcquisitionMethodId,reference_files.mnaacquisitionmethod,MNAAcquisitionMethod,Id,reference,many-to-one,derived,MNA_nn.xml:66,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.advisor.advisorid,mna.advisor,MNADealAdvisors,AdvisorId,company.company,Company,Id,reference,many-to-one,derived,MNA_nn.xml:73,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.advisor.advisorroleid,mna.advisor,MNADealAdvisors,AdvisorRoleId,reference_files.mnaadvisorrole,MNAAdvisorRole,Id,reference,many-to-one,derived,MNA_nn.xml:74,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.advisor.companyid,mna.advisor,MNADealAdvisors,CompanyId,company.company,Company,Id,reference,many-to-one,derived,MNA_nn.xml:75,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.advisor.companyroleid,mna.advisor,MNADealAdvisors,CompanyRoleId,reference_files.mnacompanyrole,MNACompanyRole,Id,reference,many-to-one,derived,MNA_nn.xml:76,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.company.companyid,mna.company,MNADealCompanies,CompanyId,company.company,Company,Id,reference,many-to-one,derived,MNA_nn.xml:87,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.company.companyroleid,mna.company,MNADealCompanies,CompanyRoleId,reference_files.mnacompanyrole,MNACompanyRole,Id,reference,many-to-one,derived,MNA_nn.xml:88,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.company.nationalityisocode,mna.company,MNADealCompanies,PreDealNationalityISOCode,reference_files.country,Country,ISOCode,reference,many-to-one,derived,MNA_nn.xml:101,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.company.sigid,mna.company,MNADealCompanies,PreDealSIGId,reference_files.companysig,CompanySIG,Id,reference,many-to-one,derived,MNA_nn.xml:103,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.consideration.considerationid,mna.consideration,MNADealConsiderations,ConsiderationId,reference_files.mnadealconisderationtype,MNADealConisderationType,Id,reference,many-to-one,derived,MNA_nn.xml:121,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.defensetechnique.defensetechiqueid,mna.defensetechnique,MNADealDefenseTechniques,DefenseTechiqueId,reference_files.mnadefensetechnique,MNADefenseTechniques,Id,reference,many-to-one,derived,MNA_nn.xml:127,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.financialsponsor.activitytypeid,mna.financialsponsor,MNADealFinancialSponsors,ActivityTypeId,reference_files.sponsoractivitytype,SponsorActivityType,Id,reference,many-to-one,derived,MNA_nn.xml:133,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.financialsponsor.financialsponsorid,mna.financialsponsor,MNADealFinancialSponsors,FinancialSponsorId,company.company,Company,Id,reference,many-to-one,derived,MNA_nn.xml:135,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.lbomnadeal.lbomnadealid,mna.lbomnadeal,MNADealLBOMNADeals,LBOMNADealId,mna.deal,MNADeal,DealId,reference,many-to-one,derived,MNA_nn.xml:143,Reference target inferred from the field name and business description; verify against the live database.
reference.mna.siccode.code,mna.siccode,MNADealCompaniesPreDealSICCodes,Code,reference_files.companysiccode,CompanySICCode,Code,reference,many-to-one,derived,MNA_nn.xml:150,Reference target inferred from the field name and business description; verify against the live database.
reference.reference_files.companysig.industrysectorid,reference_files.companysig,CompanySIG,IndustrySectorId,reference_files.companyindustrysector,CompanyIndustrySector,Id,reference,many-to-one,derived,REFERENCE_FILES:74,Reference target inferred from the field name and business description; verify against the live database.
reference.reference_files.country.regionid,reference_files.country,Country,RegionId,reference_files.region,Region,Id,reference,many-to-one,derived,REFERENCE_FILES:86,Reference target inferred from the field name and business description; verify against the live database.
reference.reference_files.exchange.countryisocode,reference_files.exchange,Exchange,CountryISOCode,reference_files.country,Country,ISOCode,reference,many-to-one,derived,REFERENCE_FILES:374,Reference target inferred from the field name and business description; verify against the live database.
reference.reference_files.exchange.exchangecountryid,reference_files.exchange,Exchange,ExchangeCountryId,reference_files.country,Country,Id,reference,many-to-one,derived,REFERENCE_FILES:375,Reference target inferred from the field name and business description; verify against the live database.
reference.reference_files.region.parentid,reference_files.region,Region,ParentId,reference_files.region,Region,Id,reference,many-to-one,derived,REFERENCE_FILES:524,Reference target inferred from the field name and business description; verify against the live database.
reference.reference_files.state.countryid,reference_files.state,State,CountryId,reference_files.country,Country,Id,reference,many-to-one,derived,REFERENCE_FILES:541,Reference target inferred from the field name and business description; verify against the live database.
live.ecmshare.tranche.ecm.tranche,ecmshare.tranche,ShareECMDealTranches,ShareECMDealDealId;TrancheId,ecm.tranche,ECMDealTranches,ECMDealDealId;TrancheId,association,one-to-one logical,database_verified,"Live TOP (20) verification, July 2026",All 20 sampled composite keys matched exactly; uniqueness is logical rather than database-enforced.
